institution_id,form,code,parent_code,level,name,unit,plan_2025,fact_2026,plan_percent,deviation,deviation_pct,formula,evidence,group_mean,group_std,group_min,group_max,group_count,z_score,deviation_from_mean_pct
agik,form1,1,,0,"Темп роста числа мероприятий, проведенных творческими инкубаторами и центрами прототипирования по отношению к предыдущему году",процент,35.0,23.0,0.1,-12.0,-34.285714285714285,"I(тицп)=(ОМi+МКi+КПКi+КППКi)/(ОМп+МКп+КПКп+КППКп) х 100%, 
где:
ОМi - количество разработанных образовательных модулей, проведенных в i-ом отчетном периоде, единица;
МКi - количество разработанных мастер-классов, проведенных в i-ом отчетном периоде, единица;
КПКi - количество разработанных курсов повышения квалификации, проведенных в i-ом отчетном периоде, единица;
КППКi - количество разработанных курсов профессиональной переподготовки кадров, проведенных в i-ом отчетном периоде, единица;
ОМп - количество разработанных образовательных модулей в предыдущем отчетном периоде, единица;
МКп - количество разработанных мастер-классов в предыдущем отчетном периоде, единица;
КПКп - количество разработанных курсов повышения квалификации в предыдущем отчетном периоде, единица;
agik,form2,4.2,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках мастер-классов,единиц,,71.0,,,,не требуется,"Копии журнала регистрации участников мастер-классов  с указанием созданных прототипов/творческих продуктов (проектов)(показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",14.4,31.64332473050201,0.0,71.0,5,1.7886868867935821,393.05555555555554
agik,form2,4.3,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации,единиц,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,0.0,0.0,0.0,5,0.0,
agik,form2,4.4,4,1,Количество созданных творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов профессиональной переподготовки кадров,единиц,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов профессиональной переподготовки кадров (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,,0.0,0.0,1,0.0,
agik,form2,4.5,4,1,"Количество созданых творческих продуктов (проектов) по итогам оказания дополнительных услуг, в том числе на основе собстввенных разработок и/или совместных разработок со сторонними заказчиками",единиц,,59.0,,,,не требуется,"Копии договоров об оказании дополнительных услуг по созданию попрототипов/ творческих продуктов (проектов) в соответствии с уставной деятельностью ВУЗа (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",59.0,,59.0,59.0,1,0.0,0.0
agik,form2,5,,0,Количество зарегистрированных  патентов и авторских прав на результаты творческой деятельности,единиц,,0.0,,,,"КЗ=ПА+АП, где:
КЗ- количество зарегистрированных  патентов и авторских прав на результаты творческой деятельности;
ПА- количество зарегистрированных  патентов на результаты творческой деятельности;
АП- количество зарегистрированных  авторских прав на результаты творческой деятельности",nan,0.0,0.0,0.0,0.0,5,0.0,
agik,form2,5.1,5,1,Количество зарегистрированных  авторских прав на результаты творческой деятельности,единиц,,0.0,,,,не требуется,"Копии сертификатов или иных документов, подтверждающих количество зарегистрированных авторских прав",0.0,0.0,0.0,0.0,5,0.0,
agik,form2,5.2,5,1,Количество зарегистрированных  патентов на результаты творческой деятельности,единиц,,0.0,,,,не требуется,"Копии сертификатов или иных документов, подтверждающих количество зарегистрированных патентов",0.0,0.0,0.0,0.0,5,0.0,
agik,form2,6,,0,Объем оказанных услуг,рублей,,1224900.0,,,,"ОУ=Они+Оод+Оив, где:
ОУ- объем оказанных услуг;
Они- объем оказанных услуг по итогам научно-инновационной деятельности;
Оод- объем оказанных услуг по итогам образовательной деятельности;
Оив- объем оказанных услуг по итогам иных видов  деятельности","Показатель ВУЗа, учитывается в мониторинге ""Наука - 2""",1172300.0,1426044.0228127602,0.0,3550500.0,5,0.03688525680732536,4.486906082060906
agik,form2,6.1,6,1,Объем оказанных услуг по итогам научно-инновационной деятельности (количество патентов и зарегистрированных авторских прав),рублей,,0.0,,,,не требуется,nan,0.0,0.0,0.0,0.0,5,0.0,
agik,form2,6.2,6,1,Объем оказанных услуг по итогам образовательной деятельности,рублей,,764100.0,,,,не требуется,"Копии платежных или иных финансовых документов, договоров и актов оказанных услуг, подтверждающих значение показателя (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",842340.0,1351966.3542411106,0.0,3200500.0,5,-0.05787126266460817,-9.288410855474037
agik,form2,6.3,6,1,Объем оказанных услуг по итогам иных видов деятельности (дополнительные услуги),рублей,,460800.0,,,,не требуется,"Копии платежных или иных финансовых документов, договоров и актов оказанных услуг, подтверждающих значение показателя",329960.0,351564.2302624088,0.0,839000.0,5,0.3721652794493358,39.65329130803734
andriyaki,form1,1,,0,"Увеличение числа мероприятий, проведенных центром прототипирования по отношению к предыдущему году",процент,7.0,7.0,0.1,0.0,0.0,"I(тицп)=(ОМi+МКi+КПКi+КППКi)/(ОМп+МКп+КПКп+КППКп) х 100%, 
где:
ОМi - количество разработанных образовательных модулей, проведенных в i-ом отчетном периоде, единица;
МКi - количество разработанных мастер-классов, проведенных в i-ом отчетном периоде, единица;
КПКi - количество разработанных курсов повышения квалификации, проведенных в i-ом отчетном периоде, единица;
КППКi - количество разработанных курсов профессиональной переподготовки кадров, проведенных в i-ом отчетном периоде, единица;
ОМп - количество разработанных образовательных модулей в предыдущем отчетном периоде, единица;
МКп - количество разработанных мастер-классов в предыдущем отчетном периоде, единица;
КПКп - количество разработанных курсов повышения квалификации в предыдущем отчетном периоде, единица;
КППКп - количество разработанных курсов профессиональной переподготовки кадров в предыдущем отчетном периоде, единица",,7.0,,7.0,7.0,1,0.0,0.0
andriyaki,appendix_f1,1,,0,Количество разработанных образовательных модулей в отчетном году,единиц,3.0,3.0,,0.0,0.0,,https://cloud.mail.ru/public/6v1L/MPmUXt4iz,3.8,3.7013511046643495,0.0,10.0,5,-0.21613729078331964,-21.052631578947363
andriyaki,appendix_f1,2,,0,Количество разработанных мастер-классов в отчетном году,единиц,4.0,4.0,,0.0,0.0,,https://disk.yandex.ru/d/70z3lvdmcL3Yrw,5.8,7.52994023880668,1.0,19.0,5,-0.2390457218668787,-31.034482758620683
andriyaki,appendix_f1,3,,0,Количество разработанных курсов повышения квалификации в отчетном году,единиц,0.0,0.0,,0.0,,,"Копии локальных актов ВУЗа, подтверждающих количество разработанных курсов повышения квалификации в отчетном году, программы повышения квалификации",0.5,0.5773502691896257,0.0,1.0,4,-0.8660254037844387,-100.0
andriyaki,appendix_f1,4,,0,Количество разработанных курсов профессиональной переподготовки кадров в отчетном году,единиц,0.0,0.0,,0.0,,,"Копии локальных актов ВУЗа, подтверждающих количество разработанных курсов профессиональной переподготовки кадров в отчетном году, программы профессиональной переподготовки",0.25,0.5,0.0,1.0,4,-0.5,-100.0
andriyaki,form2,1,,0,Участие в федеральных и международных мероприятиях с целью презентации услуг и продвижения деятельности центра,единиц,,2.0,,,,не требуется,https://t.me/prototipirovanie/38,4.4,3.9749213828703582,1.0,11.0,5,-0.6037855265119532,-54.545454545454554
andriyaki,form2,2,,0,"Количество публикаций в средствах массовой информации и сети Интернет, в том числе научных изданиях",единиц,,4.0,,,,не требуется,https://t.me/prototipirovanie/38,26.2,20.24104740372889,4.0,47.0,5,-1.09678118711931,-84.7328244274809
andriyaki,form2,3,,0,"Количество резидентов, которые создали на базе центра прототипы/ творческие продукты (проекты)",единиц,,21.0,,,,не требуется,"https://web.telegram.org/a/#-1001900610041, https://cloud.mail.ru/public/oAae/HTmT8BMM9",118.4,146.3806681225359,0.0,356.0,5,-0.6653884098852865,-82.26351351351352
andriyaki,form2,3.1,3,1,"Количество человек, прошедших обучение в рамках образовательных модулей",человек,,105.0,,,,не требуется,https://disk.yandex.ru/d/7yS5CNJpLc4wrg,48.8,57.115672104948565,0.0,117.0,5,0.9839681111820581,115.16393442622952
andriyaki,form2,3.2,3,1,"Количество человек, прошедших обучение в рамках мастер-классов",человек,,0.0,,,,не требуется,Копии журнала регистрации участников мастер-классов,103.8,172.4520223134539,0.0,409.0,5,-0.6019065396132615,-100.0
andriyaki,form2,3.3,3,1,"Количество человек, прошедших обучение в рамках курсов повышения квалификации",человек,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество человек, прошедших обучение в рамках курсов повышения квалификации.Отчет ФИС ФРДО (показатель ВУЗа, учитывается в мониторинге ""1-ПК"")",0.2,0.4472135954999579,0.0,1.0,5,-0.447213595499958,-100.0
andriyaki,form2,3.4,3,1,"Количество человек, прошедших обучение в рамках курсов профессиональной переподготовки кадров",человек,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество человек, прошедших обучение в рамках курсов профессиональной переподготовки кадров. Отчет ФИС ФРДО  (показатель ВУЗа, учитывается в мониторинге ""1-ПК"")",0.0,0.0,0.0,0.0,5,0.0,
andriyaki,form2,3.5,3,1,"Количество резидентов (физических и юридических лиц), которые создали на базе центра прототипы/ творческие продукты (проекты) в рамках оказания  дополнительных услуг",единиц,,0.0,,,,не требуется,"Копии договоров об оказании дополнительных услуг по созданию попрототипов/ творческих продуктов (проектов) в соответствии с уставной деятельностью ВУЗа (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",11.5,17.935068069752806,0.0,38.0,4,-0.6412019154471211,-100.0
andriyaki,form2,4,,0,Количество созданных прототипов/ творческих продуктов (проектов) по итогам оказания услуг,единиц,,21.0,,,,"Кс=(ПРом+ПРмк+ПРкпк+ПРппк+ПР), где:
Кс - количество созданных прототипов/творческих продуктов (проектов) по итогам оказания услуг;
ПРом - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках образовательных модулей;                              ПРмк - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках мастер-классов;
ПРкпк - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации;
ПРппк - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках профессиональной переподготовки кадров;                                                                                                                                                         ПР - количество созданых попрототипов/творческих продуктов (проектов) по итогам оказания дополнительных услуг, в том числе на основе собстввенных разработок и/или совместных разработок со сторонними заказчиками",https://cloud.mail.ru/home/Прототипирование/Изображения,31.75,29.859392715414245,0.0,71.0,4,-0.36002071785105505,-33.85826771653544
andriyaki,form2,4.1,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках образовательных модулей,единиц,,21.0,,,,не требуется,https://disk.yandex.ru/d/7yS5CNJpLc4wrg,10.4,12.177848742696717,0.0,26.0,5,0.8704328838340201,101.92307692307692
andriyaki,form2,4.2,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках мастер-классов,единиц,,0.0,,,,не требуется,"Копии журнала регистрации участников мастер-классов  с указанием созданных прототипов/творческих продуктов (проектов)(показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",14.4,31.64332473050201,0.0,71.0,5,-0.4550722821524308,-100.0
andriyaki,form2,4.3,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации,единиц,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,0.0,0.0,0.0,5,0.0,
andriyaki,form2,4.4,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов профессиональной переподготовки кадров,единиц,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов профессиональной переподготовки кадров (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,0.0,0.0,0.0,4,0.0,
andriyaki,form2,4.5,4,1,"Количество созданых попрототипов/творческих продуктов (проектов) по итогам оказания дополнительных услуг, в том числе на основе собстввенных разработок и/или совместных разработок со сторонними заказчиками",единиц,,0.0,,,,не требуется,"Копии договоров об оказании дополнительных услуг по созданию попрототипов/ творческих продуктов (проектов) в соответствии с уставной деятельностью ВУЗа (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",18.75,31.784430150625635,0.0,66.0,4,-0.5899114727287609,-100.0
andriyaki,form2,5,,0,Количество зарегистрированных  патентов и авторских прав на результаты творческой деятельности,единиц,,0.0,,,,"КЗ=ПА+АП, где:
КЗ- количество зарегистрированных  патентов и авторских прав на результаты творческой деятельности;
ПА- количество зарегистрированных  патентов на результаты творческой деятельности;
АП- количество зарегистрированных  авторских прав на результаты творческой деятельности","Показатель ВУЗа, учитывается в мониторинге ""Наука - 2""",0.0,0.0,0.0,0.0,5,0.0,
andriyaki,form2,5.1,5,1,Количество зарегистрированных  авторских прав на результаты творческой деятельности,единиц,,0.0,,,,не требуется,"Копии сертификатов или иных документов, подтверждающих количество зарегистрированных авторских прав (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,0.0,0.0,0.0,5,0.0,
andriyaki,form2,5.2,5,1,Количество зарегистрированных  патентов на результаты творческой деятельности,единиц,,0.0,,,,не требуется,"Копии сертификатов или иных документов, подтверждающих количество зарегистрированных патентов",0.0,0.0,0.0,0.0,5,0.0,
andriyaki,form2,6,,0,Объем оказанных услуг,рублей,,149600.0,,,,"ОУ=Они+Оод+Оив, где:
ОУ- объем оказанных услуг;
Они- объем оказанных услуг по итогам научно-инновационной деятельности;
Оод- объем оказанных услуг по итогам образовательной деятельности;
Оив- объем оказанных услуг по итогам иных видов  деятельности","Показатель ВУЗа, учитывается в мониторинге ""Наука - 2""",1172300.0,1426044.0228127602,0.0,3550500.0,5,-0.7171587858717042,-87.2387614091956
andriyaki,form2,6.1,6,1,Объем оказанных услуг по итогам научно-инновационной деятельности (количество патентов и зарегистрированных авторских прав),тыс.рублей,,0.0,,,,не требуется,"Копии платежных или иных финансовых документов, договоров и актов оказанных услуг, подтверждающих значение показателя (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,0.0,0.0,0.0,5,0.0,
andriyaki,form2,6.2,6,1,Объем оказанных услуг по итогам образовательной деятельности,рублей,,149600.0,,,,не требуется,https://disk.yandex.ru/d/7yS5CNJpLc4wrg,842340.0,1351966.3542411106,0.0,3200500.0,5,-0.5123944082091086,-82.23995061376641
andriyaki,form2,6.3,6,1,Объем оказанных услуг по итогам иных видов деятельности (дополнительные услуги),тыс.рублей,,0.0,,,,не требуется,"Копии платежных или иных финансовых документов, договоров и актов оказанных услуг, подтверждающих значение показателя",329960.0,351564.2302624088,0.0,839000.0,5,-0.9385482696965977,-100.0
vgii,form1,1,,0,"Темп роста числа мероприятий, проведенных творческими инкубаторами и центрами прототипирования по отношению к предыдущему году",процент,16.0,14.0,0.1,-2.0,-12.5,"I(тицп)=(ОМi+МКi+КПКi+КППКi)/(ОМп+МКп+КПКп+КППКп) х 100%, 
где:
ОМi - количество разработанных образовательных модулей, проведенных в i-ом отчетном периоде, единица;
МКi - количество разработанных мастер-классов, проведенных в i-ом отчетном периоде, единица;
КПКi - количество разработанных курсов повышения квалификации, проведенных в i-ом отчетном периоде, единица;
КППКi - количество разработанных курсов профессиональной переподготовки кадров, проведенных в i-ом отчетном периоде, единица;
ОМп - количество разработанных образовательных модулей в предыдущем отчетном периоде, единица;
МКп - количество разработанных мастер-классов в предыдущем отчетном периоде, единица;
КПКп - количество разработанных курсов повышения квалификации в предыдущем отчетном периоде, единица;
КППКп - количество разработанных курсов профессиональной переподготовки кадров в предыдущем отчетном периоде, единица",,11.0,9.626352718795768,1.0,23.0,4,0.31164451247899966,27.27272727272727
vgii,appendix_f1,1,,0,Количество разработанных образовательных модулей в отчетном году,единиц,9.0,10.0,,1.0,11.11111111111111,,https://cloud.mail.ru/public/mMTd/qVkGG65zG,3.8,3.7013511046643495,0.0,10.0,5,1.6750640035707276,163.15789473684214
vgii,appendix_f1,2,,0,Количество разработанных мастер-классов в отчетном году,единиц,7.0,4.0,,-3.0,-42.857142857142854,,https://cloud.mail.ru/public/KRAZ/SCcUVSrpF,5.8,7.52994023880668,1.0,19.0,5,-0.2390457218668787,-31.034482758620683
vgii,appendix_f1,3,,0,Количество разработанных курсов повышения квалификации в отчетном году,единиц,,,,,,,"Копии локальных актов ВУЗа, подтверждающих количество разработанных курсов повышения квалификации в отчетном году, программы повышения квалификации",0.5,0.5773502691896257,0.0,1.0,4,,
vgii,appendix_f1,4,,0,Количество разработанных курсов профессиональной переподготовки кадров в отчетном году,единиц,,,,,,,"Копии локальных актов ВУЗа, подтверждающих количество разработанных курсов профессиональной переподготовки кадров в отчетном году, программы профессиональной переподготовки",0.25,0.5,0.0,1.0,4,,
vgii,form2,1,,0,Участие в федеральных и международных мероприятиях с целью презентации услуг и продвижения деятельности центра,единиц,,11.0,,,,не требуется,https://cloud.mail.ru/public/DoNY/E6cFBTVE6,4.4,3.9749213828703582,1.0,11.0,5,1.660410197907871,149.99999999999997
vgii,form2,2,,0,"Количество публикаций в средствах массовой информации и сети Интернет, в том числе научных изданиях",единиц,,31.0,,,,не требуется,https://cloud.mail.ru/public/NR3C/m73tWRhqm,26.2,20.24104740372889,4.0,47.0,5,0.2371418782960671,18.320610687022903
vgii,form2,3,,0,"Количество резидентов, которые создали на базе центра прототипы/ творческие продукты (проекты)",единиц,,160.0,,,,не требуется,https://cloud.mail.ru/public/w1JU/Cc3BrznPz,118.4,146.3806681225359,0.0,356.0,5,0.28419053235346936,35.13513513513512
vgii,form2,3.1,3,1,"Количество человек, прошедших обучение в рамках образовательных модулей",человек,,117.0,,,,не требуется,https://cloud.mail.ru/public/Ep72/Ramjd5ieA,48.8,57.115672104948565,0.0,117.0,5,1.194068063747622,139.75409836065575
vgii,form2,3.2,3,1,"Количество человек, прошедших обучение в рамках мастер-классов",человек,,55.0,,,,не требуется,https://cloud.mail.ru/public/q44o/yXamiiyjA,103.8,172.4520223134539,0.0,409.0,5,-0.28297725561779535,-47.01348747591522
vgii,form2,3.3,3,1,"Количество человек, прошедших обучение в рамках курсов повышения квалификации",человек,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество человек, прошедших обучение в рамках курсов повышения квалификации.Отчет ФИС ФРДО (показатель ВУЗа, учитывается в мониторинге ""1-ПК"")",0.2,0.4472135954999579,0.0,1.0,5,-0.447213595499958,-100.0
vgii,form2,3.4,3,1,"Количество человек, прошедших обучение в рамках курсов профессиональной переподготовки кадров",человек,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество человек, прошедших обучение в рамках курсов профессиональной переподготовки кадров. Отчет ФИС ФРДО  (показатель ВУЗа, учитывается в мониторинге ""1-ПК"")",0.0,0.0,0.0,0.0,5,0.0,
vgii,form2,3.5,3,1,"Количество резидентов (физических и юридических лиц), которые создали на базе центра прототипы/ творческие продукты (проекты) в рамках оказания  дополнительных услуг",единиц,,7.0,,,,не требуется,https://cloud.mail.ru/public/tGxg/2NDnu8Xyp,11.5,17.935068069752806,0.0,38.0,4,-0.25090509734887345,-39.130434782608695
vgii,form2,4,,0,Количество созданных прототипов/ творческих продуктов (проектов) по итогам оказания услуг,единиц,,35.0,,,,"Кс=(ПРом+ПРмк+ПРкпк+ПРппк+ПР), где:
Кс - количество созданных прототипов/творческих продуктов (проектов) по итогам оказания услуг;
ПРом - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках образовательных модулей;                              ПРмк - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках мастер-классов;
ПРкпк - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации;
ПРппк - количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках профессиональной переподготовки кадров;                                                                                                                                                         ПР - количество созданых попрототипов/творческих продуктов (проектов) по итогам оказания дополнительных услуг, в том числе на основе собстввенных разработок и/или совместных разработок со сторонними заказчиками",nan,31.75,29.859392715414245,0.0,71.0,4,0.10884347283869106,10.236220472440944
vgii,form2,4.1,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках образовательных модулей,единиц,,26.0,,,,не требуется,https://cloud.mail.ru/public/w1JU/Cc3BrznPz,10.4,12.177848742696717,0.0,26.0,5,1.2810144328123314,150.0
vgii,form2,4.2,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках мастер-классов,единиц,,0.0,,,,не требуется,"Копии журнала регистрации участников мастер-классов  с указанием созданных прототипов/творческих продуктов (проектов)(показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",14.4,31.64332473050201,0.0,71.0,5,-0.4550722821524308,-100.0
vgii,form2,4.3,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации,единиц,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов повышения квалификации (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,0.0,0.0,0.0,5,0.0,
vgii,form2,4.4,4,1,Количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов профессиональной переподготовки кадров,единиц,,0.0,,,,не требуется,"Копии локальных актов ВУЗа, подтверждающих количество созданных прототипов/творческих продуктов (проектов) по итогам прохождения обучения в рамках курсов профессиональной переподготовки кадров (показатель ВУЗа, учитывается в мониторинге ""Наука - 2"")",0.0,0.0,0.0,0.0,4,0.0,
